0.22953,49.41583
2.22044,45.13329
-0.761315920218,49.3457338784
-0.31818,49.30174
-0.450125951956,49.1560609258
2.4374,44.91624
2.43381,44.92209
2.4560200536,44.7875839813
2.20242907484,44.7148386029
2.50733,44.92795
2.43120866586,44.9134193799
2.42441831845,44.9091521744
2.86304,45.10753
2.19514,44.7065
-0.02705,49.30689
0.13526,45.64268
0.25936,49.41657
2.76682,45.33928
3.19775,45.25241
2.42765387928,44.9229752815
-0.29681,49.27912
-0.28803,49.16711
-0.3238,49.04543
-0.28543,49.23708
2.34049,45.2225
3.06524943213,45.0379560774
6.5360313083,45.3313357919
2.45007665476,44.9333844678
2.42741,44.91394
-0.192409332928,48.8962986744
3.19866,45.25592
-0.2087,48.90689
-0.75209,49.34231
-0.20334,48.88474
0.165332624577,45.6598055866
3.10774,45.03382
2.87932,45.10839
0.091166654757,49.3526643961
0.0954241373669,49.3466365955
3.13529,45.00823
2.86291,45.10616
3.007,44.85651
2.41672,44.98584
2.34471749059,45.2150220751
-0.371875008932,49.2417780135
0.14861,45.63158
-0.317569581133,49.2773699571
0.0852,49.35733
2.43189,44.91572
3.08735571173,45.0384303069
2.44069,44.91712
2.29237,44.8587
0.18145,45.65826
2.76036,45.33826
2.42245284693,45.0573100874
-0.30463,45.68397
0.1402,45.66052
-0.179173915009,48.8918828768
0.250173033563,49.4130854838
2.86345,45.10704
2.4344,45.3399
-0.300508505075,49.1401163603
3.09364,45.03067
-0.1818,49.18238
2.22416,45.13329
-0.504957540195,49.215635177
2.23329,44.85531
3.007,44.85651
0.09044,49.35023
-0.41597,49.16575
0.0707455429697,49.3557300652
0.16981,45.656
-0.413107224523,49.3336902593
2.93741351401,45.0789801893
-0.28171,49.26261
0.0573,49.35124
2.44629,44.9094
2.66163,45.27999
3.105885676,45.0337567168
2.42166,44.99661
3.00654,44.85632
2.665,45.28185
-0.19123,48.88704
-0.27567,49.16646
-0.80672,49.34761
0.21146,49.39698
-0.19101,48.88841
-0.2802,49.17251
3.20012,45.26265
2.20984693261,44.7181520748
2.66167,45.27999
3.10034,45.03291
-0.46472,49.20324
3.08871,45.03471
-0.48156,49.20104
2.44627,44.90916
2.32425,44.93819
2.62815,44.98092
2.65993,45.28327
7.25104,48.49433
7.33319,48.3268
7.74414,48.55335
7.72359,48.59265
7.49359007146,48.526165974
7.7617,48.58697
7.45586,48.40347
7.85204,48.77032
7.59016,48.37153
2.91662729788,42.7766803841
7.68675,48.61203
7.72638985708,48.4812794887
7.79016168155,48.6185101429
7.21762,48.48353
7.68952,48.75539
2.87737558668,42.6409690946
7.7617,48.58697
7.70971,48.56299
7.66073,48.93455
7.7066,48.71916
3.10653,42.51425
2.43587,42.62213
7.76053,48.58715
7.31550950169,48.3402785078
7.48934,48.46474
7.95993024022,49.0294150777
7.56838236649,48.5274071818
3.0410629621,42.5497821356
7.47535,48.46185
2.93326,42.72181
7.71564,48.73308
7.47595173515,48.415639867
3.12928,42.48173
3.03486,42.82399
3.0349,42.78737
3.01009167357,42.5572905542
7.88082,48.93585
7.57332012505,48.3622505169
7.75176,48.65129
7.77939,48.60002
2.4281,42.62524
2.86563291839,42.7577057024
3.03407473298,42.6355120543
3.0349,42.78737
2.84553,42.66306
7.66915,48.93342
7.47107,48.53124
2.38437,42.55668
7.6925,48.52233
7.76397,48.57063
7.59899,48.52668
7.66681,48.58609
7.50355,48.54151
7.63557,48.41494
2.95514,42.76022
